Antigüedad,Calificacion,Empresa,Pais,CodigoCliente,PuntajeOriginal,Puesto,Tema,Dispositivo
18,baja,Grande,Chile,10013664,2,Administracion,velocidad,Tableta
8,baja,Grande,Chile,10013666,4,Administracion,caracteristicas,PC
17,baja,Grande,Chile,10013667,4,Administracion,confiabilidad,Tableta
1,alta,Grande,Chile,10013668,8,Administracion,servicios,Movil
20,baja,Grande,Chile,10013669,2,Administracion,precio,Tableta
28,baja,Grande,Chile,10013670,1,Administracion,caracteristicas,PC
8,baja,Grande,Chile,10013671,5,Administracion,velocidad,Tableta
0,baja,Grande,Chile,10013672,5,Administracion,confiabilidad,Movil
0,baja,Grande,Chile,10013673,1,Sistemas,confiabilidad,Tableta
13,baja,Grande,Chile,10013674,5,Administracion,precio,PC
26,baja,Grande,Chile,10013675,5,Administracion,caracteristicas,Tableta
0,alta,Grande,Chile,10013680,6,Administracion,precio,PC
16,baja,Grande,Chile,10013687,1,Sistemas,caracteristicas,Tableta
28,baja,Grande,Chile,10013689,4,Administracion,caracteristicas,Movil
26,alta,Grande,Chile,10013691,7,Administracion,precio,Tableta
29,alta,Grande,Chile,10013693,6,Administracion,servicios,PC
44,alta,Grande,Chile,10013694,9,Administracion,seguridad,Tableta
8,alta,Grande,Chile,10013697,8,Administracion,confiabilidad,Movil
0,baja,Grande,Chile,10013699,4,Administracion,diseño,Tableta
21,alta,Grande,Chile,10013700,9,Administracion,caracteristicas,PC
5,baja,Grande,Chile,10013702,4,Administracion,caracteristicas,Tableta
4,baja,Grande,Chile,10013704,2,Administracion,soporte,Movil
24,baja,Grande,Chile,10013709,3,Administracion,confiabilidad,Tableta
18,alta,Grande,Chile,10013710,8,Administracion,servicios,PC
16,baja,Grande,Chile,10013712,5,Administracion,caracteristicas,Tableta
6,baja,Grande,Chile,10013715,3,Administracion,precio,Movil
29,alta,Grande,Chile,10013719,8,Administracion,caracteristicas,Tableta
10,alta,Grande,Chile,10013721,10,Administracion,precio,PC
43,baja,Grande,Chile,10013723,3,Administracion,precio,Tableta
6,baja,Grande,Chile,10013725,3,Administracion,caracteristicas,PC
13,alta,Grande,Chile,10013726,6,Administracion,soporte,Tableta
16,alta,Grande,Chile,10013727,7,Administracion,servicios,Movil
5,alta,Grande,Chile,10013728,6,Administracion,precio,Tableta
32,alta,Grande,Chile,10013733,6,Administracion,caracteristicas,PC
22,baja,Grande,Chile,10013735,1,Administracion,precio,Tableta
27,baja,Grande,Chile,10013736,2,Administracion,servicios,Movil
14,alta,Grande,Chile,10013740,6,Administracion,precio,Tableta
24,baja,Grande,Chile,10013742,2,Administracion,servicios,PC
28,alta,Grande,Chile,10013746,10,Administracion,servicios,Tableta
13,baja,Grande,Chile,10013747,1,Administracion,precio,Movil
16,baja,Grande,Chile,10013748,5,Administracion,servicios,Tableta
22,alta,Grande,Chile,10013751,6,Administracion,precio,PC
29,alta,Grande,Chile,10013756,6,Administracion,precio,Tableta
3,baja,Grande,Chile,10013757,2,Sistemas,diseño,Movil
29,alta,Grande,Chile,10013761,7,Administracion,caracteristicas,Tableta
7,alta,Grande,Chile,10013763,6,Sistemas,seguridad,PC
19,baja,Grande,Chile,10013767,5,Administracion,seguridad,Tableta
3,baja,Grande,Chile,10013777,1,Administracion,velocidad,PC
0,alta,Grande,Chile,10013778,9,Sistemas,confiabilidad,Tableta
12,baja,Grande,Chile,10013779,1,Administracion,precio,Movil
3,alta,Grande,Chile,10013781,6,Administracion,caracteristicas,Tableta
3,alta,Grande,Chile,10013782,10,Administracion,precio,PC
18,baja,Grande,Chile,10013783,3,Administracion,caracteristicas,Tableta
14,alta,Grande,Chile,10013784,10,Sistemas,precio,Movil
26,baja,Grande,Chile,10013788,2,Administracion,servicios,Tableta
24,alta,Grande,Chile,10013791,10,Administracion,precio,PC
28,baja,Grande,Chile,10013793,1,Administracion,confiabilidad,Tableta
26,alta,Grande,Chile,10013795,9,Sistemas,servicios,Movil
23,baja,Grande,Chile,10013800,4,Administracion,servicios,Tableta
10,alta,Grande,Chile,10013807,8,Administracion,precio,PC
7,alta,Grande,Chile,10013809,9,Administracion,soporte,Tableta
7,alta,Grande,Chile,10013811,7,Administracion,caracteristicas,Movil
23,alta,Grande,Chile,10013812,10,Administracion,precio,Tableta
7,alta,Grande,Chile,10013819,10,Administracion,confiabilidad,PC
18,alta,Grande,Chile,10013820,6,Administracion,caracteristicas,Tableta
5,alta,Grande,Chile,10013824,7,Administracion,confiabilidad,PC
0,alta,Grande,Chile,10013825,9,Administracion,seguridad,Tableta
0,baja,Grande,Chile,10013826,1,Administracion,otros,Movil
22,alta,Grande,Chile,10013827,9,Administracion,servicios,Tableta
18,baja,Grande,Chile,10013829,2,Administracion,precio,PC
19,alta,Grande,Chile,10013832,10,Administracion,caracteristicas,Tableta
14,alta,Grande,Chile,10013835,10,Administracion,precio,Movil
10,baja,Grande,Chile,10013837,5,Administracion,servicios,Tableta
9,baja,Grande,Chile,10013839,4,Administracion,caracteristicas,PC
26,alta,Grande,Chile,10013843,10,Administracion,caracteristicas,Tableta
7,baja,Grande,Chile,10013847,1,Sistemas,caracteristicas,Movil
13,baja,Grande,Chile,10013848,1,Administracion,servicios,Tableta
14,alta,Grande,Chile,10013849,8,Administracion,seguridad,PC
17,baja,Grande,Chile,10013851,5,Administracion,servicios,Tableta
5,alta,Grande,Chile,10013852,8,Administracion,caracteristicas,Movil
12,alta,Grande,Chile,10013855,7,Administracion,caracteristicas,Tableta
3,alta,Grande,Chile,10013856,6,Administracion,precio,PC
11,alta,Grande,Chile,10013866,7,Administracion,confiabilidad,Tableta
0,alta,Grande,Chile,10013870,10,Administracion,caracteristicas,PC
8,baja,Grande,Chile,10013871,4,Administracion,confiabilidad,Tableta
14,baja,Grande,Chile,10013872,3,Sistemas,caracteristicas,Movil
0,alta,Grande,Chile,10013874,7,Sistemas,confiabilidad,Tableta
22,alta,Grande,Chile,10013878,7,Administracion,precio,PC
27,baja,Grande,Chile,10013879,3,Administracion,caracteristicas,Tableta
16,baja,Grande,Chile,10013881,4,Administracion,precio,Movil
9,alta,Grande,Chile,10013882,10,Administracion,diseño,Tableta
26,baja,Grande,Chile,10013887,5,Administracion,caracteristicas,PC
8,alta,Grande,Chile,10013888,7,Administracion,precio,Tableta
25,baja,Grande,Chile,10013890,4,Sistemas,caracteristicas,Movil
23,baja,Grande,Chile,10013891,3,Administracion,caracteristicas,Tableta
19,alta,Grande,Chile,10013892,10,Administracion,confiabilidad,PC
0,alta,Grande,Chile,10013898,6,Administracion,precio,Tableta
14,alta,Grande,Chile,10013899,10,Administracion,precio,Movil
4,alta,Grande,Chile,10013902,6,Administracion,confiabilidad,Tableta
27,alta,Grande,Chile,10013903,7,Administracion,servicios,PC
16,baja,Grande,Chile,10013906,1,Administracion,confiabilidad,Tableta
19,alta,Grande,Chile,10013908,9,Administracion,precio,PC
6,alta,Grande,Chile,10013910,7,Sistemas,precio,Tableta
2,alta,Grande,Chile,10013911,6,Sistemas,caracteristicas,Movil
7,alta,Grande,Chile,10013913,9,Administracion,soporte,Tableta
25,alta,Grande,Chile,10013914,9,Administracion,confiabilidad,PC
17,alta,Grande,Chile,10013916,7,Administracion,precio,Tableta
20,alta,Grande,Chile,10013917,7,Administracion,servicios,Movil
25,baja,Grande,Chile,10013919,3,Administracion,confiabilidad,Tableta
7,baja,Grande,Chile,10013921,3,Administracion,caracteristicas,PC
16,baja,Grande,Chile,10013922,4,Administracion,confiabilidad,Tableta
29,alta,Grande,Chile,10013927,6,Sistemas,precio,Movil
21,baja,Grande,Chile,10013929,1,Sistemas,servicios,Tableta
19,alta,Grande,Chile,10013933,7,Administracion,confiabilidad,PC
21,baja,Grande,Chile,10013935,5,Sistemas,precio,Tableta
10,alta,Grande,Chile,10013937,6,Administracion,confiabilidad,Movil
23,baja,Grande,Chile,10013939,3,Administracion,caracteristicas,Tableta
2,baja,Grande,Chile,10013941,2,Administracion,precio,PC
2,baja,Grande,Chile,10013942,2,Administracion,servicios,Tableta
24,alta,Grande,Chile,10013944,7,Administracion,diseño,PC
20,alta,Grande,Chile,10013945,7,Administracion,diseño,Tableta
16,alta,Grande,Chile,10013948,7,Administracion,precio,Movil
11,baja,Grande,Chile,10013949,3,Administracion,caracteristicas,Tableta
19,alta,Grande,Chile,10013952,7,Administracion,diseño,PC
21,baja,Grande,Chile,10013955,3,Administracion,precio,Tableta
4,baja,Grande,Chile,10013957,3,Administracion,seguridad,Movil
27,alta,Grande,Chile,10013958,9,Administracion,servicios,Tableta
0,baja,Grande,Chile,10013960,1,Administracion,servicios,PC
55,baja,Grande,Chile,10013963,3,Administracion,seguridad,Tableta
13,alta,Grande,Chile,10013965,10,Administracion,confiabilidad,Movil
6,alta,Grande,Chile,10013966,10,Administracion,servicios,Tableta
25,baja,Grande,Chile,10013967,2,Administracion,precio,PC
16,alta,Grande,Chile,10013968,10,Administracion,diseño,Tableta
29,baja,Grande,Chile,10013969,3,Administracion,diseño,Movil
9,baja,Grande,Chile,10013973,4,Administracion,otros,Tableta
16,baja,Grande,Chile,10013974,2,Administracion,caracteristicas,PC
46,baja,Grande,Chile,10013977,4,Administracion,seguridad,Tableta
21,baja,Grande,Chile,10013979,4,Administracion,precio,PC
9,alta,Grande,Chile,10013980,10,Administracion,confiabilidad,Tableta
,baja,Grande,Chile,10013986,4,Administracion,precio,Movil
18,alta,Grande,Chile,10013988,8,Sistemas,confiabilidad,Tableta
7,baja,Grande,Chile,10013996,5,Administracion,caracteristicas,PC
,baja,Grande,Chile,10013998,3,Sistemas,servicios,Tableta
29,baja,Grande,Chile,10013999,4,Administracion,seguridad,Movil
43,alta,Grande,Chile,10014000,6,Sistemas,seguridad,Tableta
11,alta,Grande,Chile,10014001,8,Administracion,otros,PC
7,alta,Grande,Chile,10014002,7,Administracion,diseño,Tableta
1,alta,Grande,Chile,10014003,8,Administracion,servicios,Movil
14,alta,Grande,Chile,10014004,10,Administracion,confiabilidad,Tableta
27,alta,Grande,Chile,10014006,9,Administracion,confiabilidad,PC
22,alta,Grande,Chile,10014012,7,Sistemas,precio,Tableta
22,baja,Grande,Chile,10014013,2,Administracion,precio,Movil
28,alta,Grande,Chile,10014016,9,Administracion,confiabilidad,Tableta
21,baja,Grande,Chile,10014019,1,Administracion,caracteristicas,PC
17,alta,Grande,Chile,10014021,8,Administracion,navegacion,Tableta
14,baja,Grande,Chile,10014023,2,Administracion,caracteristicas,PC
5,baja,Grande,Chile,10014024,4,Administracion,precio,Tableta
4,alta,Grande,Chile,10014025,7,Sistemas,seguridad,Movil
4,alta,Grande,Chile,10014028,7,Administracion,servicios,Tableta
17,alta,Grande,Chile,10014029,7,Sistemas,otros,PC
10,alta,Grande,Chile,10014031,9,Administracion,confiabilidad,Tableta
3,alta,Grande,Chile,10014033,7,Administracion,caracteristicas,Movil
16,baja,Grande,Chile,10014036,1,Administracion,precio,Tableta
5,alta,Grande,Chile,10014037,8,Administracion,caracteristicas,PC
25,baja,Grande,Chile,10014038,1,Administracion,servicios,Tableta
26,baja,Grande,Chile,10014040,4,Administracion,precio,Movil
8,baja,Grande,Chile,10014044,1,Administracion,precio,Tableta
23,alta,Grande,Chile,10014045,10,Sistemas,precio,PC
26,baja,Grande,Chile,10014046,4,Sistemas,confiabilidad,Tableta
5,baja,Grande,Chile,10014048,2,Administracion,soporte,Movil
2,baja,Grande,Chile,10014054,1,Sistemas,caracteristicas,Tableta
22,baja,Grande,Chile,10014055,1,Administracion,caracteristicas,PC
29,alta,Grande,Chile,10014056,9,Administracion,precio,Tableta
17,alta,Grande,Chile,10014064,9,Administracion,precio,PC
17,baja,Grande,Chile,10014070,5,Administracion,servicios,Tableta
23,alta,Grande,Chile,10014072,7,Administracion,precio,Movil
28,baja,Grande,Chile,10014081,4,Administracion,navegacion,Tableta
22,baja,Grande,Chile,10014082,2,Administracion,otros,PC
0,alta,Grande,Chile,10014083,7,Administracion,diseño,Tableta
24,alta,Grande,Chile,10014087,9,Administracion,diseño,Movil
0,baja,Grande,Chile,10014093,2,Sistemas,confiabilidad,Tableta
11,baja,Grande,Chile,10014094,3,Sistemas,precio,PC
10,alta,Grande,Chile,10014097,10,Administracion,caracteristicas,Tableta
9,alta,Grande,Chile,10014100,8,Administracion,servicios,Movil
15,alta,Grande,Chile,10014102,10,Administracion,confiabilidad,Tableta
15,baja,Grande,Chile,10014106,1,Administracion,caracteristicas,PC
14,baja,Grande,Chile,10014107,4,Administracion,precio,Tableta
12,alta,Grande,Chile,10014109,8,Administracion,velocidad,Movil
18,alta,Grande,Chile,10014111,7,Administracion,confiabilidad,Tableta
10,baja,Grande,Chile,10014112,2,Administracion,confiabilidad,PC
29,baja,Grande,Chile,10014113,5,Administracion,confiabilidad,Tableta
20,baja,Grande,Chile,10014116,2,Administracion,servicios,PC
21,alta,Grande,Chile,10014117,6,Administracion,confiabilidad,Tableta
2,baja,Grande,Chile,10014118,4,Administracion,caracteristicas,Movil
24,baja,Grande,Chile,10014120,4,Administracion,diseño,Tableta
18,alta,Grande,Chile,10014123,8,Administracion,confiabilidad,PC
4,alta,Grande,Chile,10014124,7,Administracion,confiabilidad,Tableta
29,baja,Grande,Chile,10014126,2,Administracion,precio,Movil
19,baja,Grande,Chile,10014128,2,Sistemas,caracteristicas,Tableta
19,baja,Grande,Chile,10014132,3,Administracion,seguridad,PC
19,baja,Grande,Chile,10014133,3,Administracion,diseño,Tableta
11,baja,Grande,Chile,10014136,5,Administracion,caracteristicas,Movil
22,baja,Grande,Chile,10014138,5,Administracion,velocidad,Tableta
3,baja,Grande,Chile,10014139,5,Administracion,servicios,PC
22,baja,Grande,Chile,10014143,2,Administracion,confiabilidad,Tableta
7,baja,Grande,Chile,10014145,3,Sistemas,servicios,Movil
8,baja,Grande,Chile,10014147,1,Administracion,caracteristicas,Tableta
17,baja,Grande,Chile,10014152,4,Administracion,precio,PC
4,alta,Grande,Chile,10014154,9,Sistemas,confiabilidad,Tableta
1,alta,Grande,Chile,10014156,9,Sistemas,precio,PC
51,alta,Grande,Chile,10014157,8,Sistemas,diseño,Tableta
28,baja,Grande,Chile,10014158,4,Administracion,servicios,Movil
7,baja,Grande,Chile,10014162,5,Administracion,servicios,Tableta
24,baja,Grande,Chile,10014163,4,Sistemas,confiabilidad,PC
23,alta,Grande,Chile,10014167,9,Administracion,precio,Tableta
13,baja,Grande,Chile,10014168,4,Administracion,caracteristicas,Movil
4,alta,Grande,Chile,10014169,6,Administracion,servicios,Tableta
9,alta,Grande,Chile,10014174,10,Administracion,caracteristicas,PC
16,alta,Grande,Chile,10014175,6,Administracion,servicios,Tableta
6,alta,Grande,Chile,10014176,6,Sistemas,servicios,Movil
6,baja,Grande,Chile,10014179,1,Administracion,servicios,Tableta
28,baja,Grande,Chile,10014180,2,Administracion,servicios,PC
15,alta,Grande,Chile,10014181,7,Administracion,navegacion,Tableta
14,baja,Grande,Chile,10014184,3,Administracion,precio,Movil
13,alta,Grande,Chile,10014192,9,Administracion,precio,Tableta
17,alta,Grande,Chile,10014197,10,Administracion,servicios,PC
14,baja,Grande,Chile,10014201,5,Administracion,caracteristicas,Tableta
3,alta,Grande,Chile,10014212,10,Administracion,caracteristicas,PC
27,baja,Grande,Chile,10014216,5,Administracion,precio,Tableta
27,baja,Grande,Chile,10014217,5,Administracion,precio,Movil
18,alta,Grande,Chile,10014223,10,Administracion,servicios,Tableta
27,alta,Grande,Chile,10014226,9,Administracion,soporte,PC
14,baja,Grande,Chile,10014229,1,Administracion,confiabilidad,Tableta
14,baja,Grande,Chile,10014231,4,Administracion,confiabilidad,Movil
3,alta,Grande,Chile,10014232,7,Administracion,diseño,Tableta
23,alta,Grande,Chile,10014237,10,Administracion,precio,PC
14,alta,Grande,Chile,10014244,9,Administracion,servicios,Tableta
13,baja,Grande,Chile,10014245,2,Administracion,caracteristicas,Movil
21,baja,Grande,Chile,10014246,3,Administracion,servicios,Tableta
6,baja,Grande,Chile,10014248,1,Administracion,otros,PC
3,baja,Grande,Chile,10014249,1,Administracion,seguridad,Tableta
3,alta,Grande,Chile,10014252,10,Sistemas,caracteristicas,Movil
15,alta,Grande,Chile,10014262,10,Administracion,caracteristicas,Tableta
11,baja,Grande,Chile,10014263,3,Administracion,caracteristicas,PC
4,baja,Grande,Chile,10014267,4,Administracion,servicios,Tableta
26,alta,Grande,Chile,10014270,8,Administracion,seguridad,PC
11,alta,Grande,Chile,10014276,6,Administracion,precio,Tableta
16,baja,Grande,Chile,10014287,2,Administracion,precio,Movil
27,alta,Grande,Chile,10014291,7,Administracion,caracteristicas,Tableta
13,baja,Grande,Chile,10014294,5,Administracion,caracteristicas,PC
24,baja,Grande,Chile,10014296,5,Sistemas,servicios,Tableta
1,alta,Grande,Chile,10014297,10,Administracion,servicios,Movil
23,baja,Grande,Chile,10014298,2,Sistemas,precio,Tableta
6,alta,Grande,Chile,10014299,8,Administracion,servicios,PC
6,baja,Grande,Chile,10014303,1,Administracion,seguridad,Tableta
17,alta,Grande,Chile,10014304,7,Administracion,seguridad,Movil
7,alta,Grande,Chile,10014305,10,Administracion,confiabilidad,Tableta
27,alta,Grande,Chile,10014306,6,Administracion,navegacion,PC
2,baja,Grande,Chile,10014309,1,Administracion,confiabilidad,Tableta
5,baja,Grande,Chile,10014312,4,Administracion,otros,Movil
18,baja,Grande,Chile,10014313,2,Administracion,precio,Tableta
9,baja,Grande,Chile,10014314,4,Administracion,confiabilidad,PC
19,alta,Grande,Chile,10014320,7,Administracion,velocidad,Tableta
2,alta,Grande,Chile,10014322,7,Administracion,confiabilidad,PC
24,alta,Grande,Chile,10014325,9,Administracion,confiabilidad,Tableta
14,alta,Grande,Chile,10014330,10,Administracion,velocidad,Movil
0,baja,Grande,Chile,10014332,1,Administracion,confiabilidad,Tableta
4,baja,Grande,Chile,10014333,2,Administracion,caracteristicas,PC
24,baja,Grande,Chile,10014335,3,Administracion,soporte,Tableta
28,alta,Grande,Chile,10014336,7,Administracion,caracteristicas,Movil
19,baja,Grande,Chile,10014339,2,Administracion,confiabilidad,Tableta
2,alta,Grande,Chile,10014343,7,Sistemas,servicios,PC
29,baja,Grande,Chile,10014349,3,Administracion,soporte,Tableta
25,alta,Grande,Chile,10014350,10,Administracion,servicios,Movil
13,baja,Grande,Chile,10014354,1,Administracion,diseño,Tableta
3,baja,Grande,Chile,10014358,5,Administracion,caracteristicas,PC
8,baja,Grande,Chile,10014359,4,Sistemas,confiabilidad,Tableta
25,alta,Grande,Chile,10014360,10,Sistemas,confiabilidad,Movil
5,alta,Grande,Chile,10014362,8,Administracion,servicios,Tableta
3,baja,Grande,Chile,10014364,4,Administracion,confiabilidad,PC
26,baja,Grande,Chile,10014365,3,Administracion,confiabilidad,Tableta
16,alta,Grande,Chile,10014366,9,Administracion,precio,PC
13,baja,Grande,Chile,10014367,5,Administracion,precio,Tableta
11,baja,Grande,Chile,10014368,3,Administracion,caracteristicas,Movil
17,baja,Grande,Chile,10014372,2,Administracion,caracteristicas,Tableta
20,alta,Grande,Chile,10014373,7,Administracion,navegacion,PC
26,baja,Grande,Chile,10014378,3,Sistemas,precio,Tableta
11,baja,Grande,Chile,10014379,3,Administracion,soporte,Movil
19,alta,Grande,Chile,10014383,8,Administracion,caracteristicas,Tableta
27,alta,Grande,Chile,10014386,7,Administracion,caracteristicas,PC
19,baja,Grande,Chile,10014388,1,Administracion,precio,Tableta
13,baja,Grande,Chile,10014389,1,Administracion,velocidad,Movil
7,baja,Grande,Chile,10014390,1,Administracion,precio,Tableta
12,baja,Grande,Chile,10014391,5,Administracion,confiabilidad,PC
22,alta,Grande,Chile,10014394,6,Administracion,confiabilidad,Tableta
19,baja,Grande,Chile,10014397,2,Administracion,velocidad,Movil
22,baja,Grande,Chile,10014398,1,Administracion,diseño,Tableta
9,alta,Grande,Chile,10014399,9,Administracion,diseño,PC
27,alta,Grande,Chile,10014400,9,Administracion,caracteristicas,Tableta
,alta,Grande,Chile,10014401,10,Administracion,diseño,PC
20,baja,Grande,Chile,10014402,3,Administracion,servicios,Tableta
12,alta,Grande,Chile,10014405,8,Administracion,precio,Movil
19,baja,Grande,Chile,10014407,2,Sistemas,servicios,Tableta
4,baja,Grande,Chile,10014410,4,Administracion,servicios,PC
5,alta,Grande,Chile,10014411,8,Administracion,seguridad,Tableta
3,baja,Grande,Chile,10014413,2,Administracion,confiabilidad,Movil
21,alta,Grande,Chile,10014414,7,Administracion,soporte,Tableta
14,baja,Grande,Chile,10014415,4,Administracion,servicios,PC
1,baja,Grande,Chile,10014417,3,Administracion,diseño,Tableta
27,alta,Grande,Chile,10014419,6,Administracion,caracteristicas,Movil
12,alta,Grande,Chile,10014421,7,Administracion,confiabilidad,Tableta
12,baja,Grande,Chile,10014424,2,Administracion,confiabilidad,PC
24,baja,Grande,Chile,10014425,2,Administracion,precio,Tableta
12,alta,Grande,Chile,10014426,10,Administracion,otros,Movil
2,alta,Grande,Chile,10014429,7,Administracion,servicios,Tableta
16,alta,Grande,Chile,10014438,10,Administracion,precio,PC
0,baja,Grande,Chile,10014439,2,Administracion,precio,Tableta
13,baja,Grande,Chile,10014443,3,Administracion,precio,PC
7,alta,Grande,Chile,10014445,6,Sistemas,confiabilidad,Tableta
17,alta,Grande,Chile,10014452,10,Administracion,confiabilidad,Movil
11,alta,Grande,Chile,10014456,8,Administracion,velocidad,Tableta
1,baja,Grande,Chile,10014457,5,Administracion,precio,PC
5,baja,Grande,Chile,10014460,3,Administracion,otros,Tableta
6,baja,Grande,Chile,10014465,1,Administracion,confiabilidad,Movil
20,baja,Grande,Chile,10014473,3,Administracion,precio,Tableta
38,alta,Grande,Chile,10014477,6,Administracion,servicios,PC
14,alta,Grande,Chile,10014479,6,Sistemas,servicios,Tableta
8,baja,Grande,Chile,10014480,5,Administracion,precio,Movil
0,baja,Grande,Chile,10014481,1,Administracion,confiabilidad,Tableta
8,alta,Grande,Chile,10014482,9,Sistemas,confiabilidad,PC
17,alta,Grande,Chile,10014483,8,Administracion,caracteristicas,Tableta
7,alta,Grande,Chile,10014488,8,Administracion,precio,Movil
16,baja,Grande,Chile,10014496,1,Administracion,confiabilidad,Tableta
1,alta,Grande,Chile,10014501,8,Administracion,precio,PC
27,baja,Grande,Chile,10014509,1,Administracion,velocidad,Tableta
3,baja,Grande,Chile,10014510,4,Administracion,caracteristicas,PC
9,alta,Grande,Chile,10014513,8,Administracion,servicios,Tableta
0,baja,Grande,Chile,10014516,5,Administracion,caracteristicas,Movil
17,alta,Grande,Chile,10014519,10,Administracion,precio,Tableta
0,alta,Grande,Chile,10014526,10,Administracion,precio,PC
21,baja,Grande,Chile,10014527,4,Administracion,velocidad,Tableta
4,alta,Grande,Chile,10014530,6,Administracion,caracteristicas,Movil
13,baja,Grande,Chile,10014533,3,Administracion,servicios,Tableta
9,baja,Grande,Chile,10014534,3,Administracion,caracteristicas,PC
1,baja,Grande,Chile,10014536,4,Administracion,servicios,Tableta
20,alta,Grande,Chile,10014540,6,Administracion,confiabilidad,Movil
17,baja,Grande,Chile,10014542,1,Administracion,precio,Tableta
2,baja,Grande,Chile,10014544,4,Administracion,servicios,PC
7,alta,Grande,Chile,10014548,10,Administracion,velocidad,Tableta
3,alta,Grande,Chile,10014553,10,Sistemas,precio,Movil
9,alta,Grande,Chile,10014555,8,Administracion,precio,Tableta
15,alta,Grande,Chile,10014558,8,Administracion,caracteristicas,PC
7,alta,Grande,Chile,10014560,7,Sistemas,servicios,Tableta
24,baja,Grande,Chile,10014578,2,Administracion,servicios,PC
19,baja,Grande,Chile,10014579,5,Administracion,precio,Tableta
14,alta,Grande,Chile,10014580,10,Sistemas,caracteristicas,Movil
23,baja,Grande,Chile,10014583,3,Administracion,precio,Tableta
,alta,Grande,Chile,10014584,9,Administracion,confiabilidad,PC
28,baja,Grande,Chile,10014585,3,Administracion,servicios,Tableta
22,baja,Grande,Chile,10014589,4,Administracion,velocidad,Movil
12,alta,Grande,Chile,10014591,6,Administracion,navegacion,Tableta
26,alta,Grande,Chile,10014593,9,Administracion,confiabilidad,PC
27,baja,Grande,Chile,10014602,4,Administracion,servicios,Tableta
54,baja,Grande,Chile,10014603,5,Administracion,seguridad,Movil
14,baja,Grande,Chile,10014606,4,Administracion,caracteristicas,Tableta
24,baja,Grande,Chile,10014610,5,Administracion,precio,PC
4,alta,Grande,Chile,10014613,9,Administracion,confiabilidad,Tableta
0,alta,Grande,Chile,10014614,8,Administracion,servicios,Movil
14,alta,Grande,Chile,10014618,7,Administracion,caracteristicas,Tableta
2,baja,Grande,Chile,10014620,2,Administracion,confiabilidad,PC
12,alta,Grande,Chile,10014621,9,Administracion,navegacion,Tableta
27,alta,Grande,Chile,10014626,8,Administracion,servicios,PC
15,alta,Grande,Chile,10014628,8,Administracion,servicios,Tableta
24,baja,Grande,Chile,10014630,2,Administracion,confiabilidad,Movil
9,alta,Grande,Chile,10014639,9,Administracion,servicios,Tableta
18,alta,Grande,Chile,10014643,7,Administracion,precio,PC
22,baja,Grande,Chile,10014644,3,Administracion,servicios,Tableta
3,alta,Grande,Chile,10014647,6,Administracion,diseño,Movil
15,baja,Grande,Chile,10014649,3,Administracion,confiabilidad,Tableta
17,alta,Grande,Chile,10014650,9,Administracion,caracteristicas,PC
6,baja,Grande,Chile,10014651,2,Administracion,soporte,Tableta
29,alta,Grande,Chile,10014654,9,Sistemas,precio,Movil
8,alta,Grande,Chile,10014660,7,Administracion,caracteristicas,Tableta
20,baja,Grande,Chile,10014661,4,Administracion,confiabilidad,PC
13,baja,Grande,Chile,10014664,1,Administracion,caracteristicas,Tableta
24,alta,Grande,Chile,10014665,6,Administracion,diseño,Movil
17,baja,Grande,Chile,10014675,3,Administracion,servicios,Tableta
7,baja,Grande,Chile,10014677,3,Administracion,servicios,PC
15,baja,Grande,Chile,10014678,2,Administracion,servicios,Tableta
19,baja,Grande,Chile,10014684,3,Administracion,caracteristicas,PC
25,alta,Grande,Chile,10014687,7,Administracion,precio,Tableta
8,alta,Grande,Chile,10014689,6,Administracion,confiabilidad,Movil
1,alta,Grande,Chile,10014693,10,Administracion,precio,Tableta
21,baja,Grande,Chile,10014696,1,Administracion,confiabilidad,PC
15,baja,Grande,Chile,10014698,5,Administracion,caracteristicas,Tableta
41,baja,Grande,Chile,10014701,2,Administracion,confiabilidad,Movil
18,baja,Grande,Chile,10014702,4,Administracion,precio,Tableta
10,alta,Grande,Chile,10014703,7,Administracion,confiabilidad,PC
28,alta,Grande,Chile,10014704,6,Administracion,caracteristicas,Tableta
17,baja,Grande,Chile,10014707,1,Administracion,seguridad,Movil
,baja,Grande,Chile,10014708,4,Administracion,precio,Tableta
14,alta,Grande,Chile,10014710,7,Administracion,diseño,PC
24,alta,Grande,Chile,10014716,7,Administracion,velocidad,Tableta
15,alta,Grande,Chile,10014723,7,Administracion,precio,Movil
12,alta,Grande,Chile,10014724,7,Administracion,precio,Tableta
16,alta,Grande,Chile,10014731,10,Administracion,confiabilidad,PC
2,alta,Grande,Chile,10014734,9,Administracion,confiabilidad,Tableta
5,alta,Grande,Chile,10014736,8,Administracion,confiabilidad,PC
29,baja,Grande,Chile,10014738,2,Administracion,caracteristicas,Tableta
16,baja,Grande,Chile,10014739,2,Administracion,confiabilidad,Movil
27,alta,Grande,Chile,10014749,7,Administracion,servicios,Tableta
21,alta,Grande,Chile,10014751,8,Administracion,servicios,PC
4,alta,Grande,Chile,10014753,9,Administracion,caracteristicas,Tableta
14,baja,Grande,Chile,10014762,2,Administracion,confiabilidad,Movil
5,baja,Grande,Chile,10014763,1,Administracion,otros,Tableta
12,baja,Grande,Chile,10014765,5,Administracion,caracteristicas,PC
26,alta,Grande,Chile,10014767,8,Administracion,caracteristicas,Tableta
4,alta,Grande,Chile,10014769,9,Administracion,servicios,Movil
